date,ret_1d,ret_5d,ret_intraday,ret_overnight,rsi_14,close_vs_ma20,vix_change,vix_ma_ratio,bn_ret_1d,nifty_bn_corr_20d,high_low_range,dow,target
2022-02-15,0.0302591263839775,0.004963251263266,0.0247559812056161,0.0053702005934007,51.207299502951145,-0.0054704724395125,-0.10313311484314,1.042119662367756,0.0341804474721041,0.9086469272400992,0.0308746041118565,1,0
2022-02-16,-0.0017432697608654,-0.0081082900723438,-0.0049544907140323,0.003227210135817,53.59666971223064,-0.0049490985588512,-0.0009704248991446,1.0337642843163248,-0.0056667593848506,0.9125523786404888,0.0134451975574153,2,0
2022-02-17,-0.0010160147191904,-0.0171107902591413,-0.0052855978769139,0.0042922703728935,53.426334000611575,-0.0041472420066225,0.0689655204356796,1.0935559287933034,-0.0111227949522924,0.90251290756409,0.0119650720573637,3,0
2022-02-18,-0.0016353356196504,-0.0056662236147282,0.0023352217112162,-0.0039613068012196,48.84357706702114,-0.004398705099917,0.0072694159812936,1.0896490746160064,0.001798482155997,0.9036477305555696,0.0093539447215104,4,0
2022-02-21,-0.004031556958107,0.0216026784440774,0.0008376094243045,-0.0048650913360584,42.82642198390447,-0.0072382721565403,0.0329273585802512,1.11454503694175,0.0022993373146125,0.9000117750884704,0.0162932096680914,0,0
2022-02-22,-0.0066515660675804,-0.0149978828186853,0.0144973134016913,-0.0208466589215084,36.1975953556406,-0.0136797905047033,0.164192152467955,1.285562727008391,-0.0083308508285139,0.908554366742764,0.0178297711195462,1,0
2022-02-23,-0.0016937094155936,-0.0149489805237724,-0.0076332548198551,0.0059852322068524,39.200259426714496,-0.0147399910663986,-0.079519840360785,1.1743312860300197,0.0005459310627979,0.9147954784550856,0.01130204441563,2,0
2022-02-24,-0.0477810384708364,-0.0610617661150648,-0.0181855101069427,-0.0301437070531698,29.357263899851205,-0.0594755439249709,0.3031784168354057,1.4914305474543337,-0.0578719052188252,0.9701772649354106,0.0308962049960508,3,1
2022-02-25,0.0252616601096495,-0.0357657810227296,0.0086433168917786,0.0164759364778045,41.27016836117036,-0.0344768373025823,-0.1638524029432095,1.2297362463449026,0.03413889435303,0.9758751803257686,0.0162380536940528,4,1
2022-02-28,0.0081340342903666,-0.0239878181185622,0.0189484509180988,-0.0106133108284214,42.75269866548523,-0.0250807561070284,0.0684367965359009,1.294194913068215,-0.0061884319908319,0.9663642036894802,0.0273671139668106,0,0
2022-03-02,-0.0111916331229355,-0.0284486503917288,0.0007743947591166,-0.0119567686230945,36.81504865181606,-0.0332673116574284,0.0231011499636688,1.296920740574951,-0.022993870566907,0.9626060362288098,0.012034819975804,2,0
2022-03-03,-0.006497577228417,-0.0331237729477092,-0.0134632395724595,0.0070607225431962,32.79279011434805,-0.0359513838969103,-0.0366062166124261,1.2236296059312952,-0.0121138273061808,0.9635022371721452,0.0197599100840748,3,0
2022-03-04,-0.0153170320073322,-0.0001600562474797,-0.0057591035691332,-0.0096132923846827,32.57419602142255,-0.0470569192205718,-0.0071022998587776,1.1921461281410142,-0.0153530042955636,0.9665673034557652,0.0198333802017139,4,0
2022-03-07,-0.0235266847399477,-0.0477386772650482,-0.0003024842294323,-0.0232312275904919,34.15239928367143,-0.0649427512607382,0.0489986010047551,1.223357665917603,-0.0446570471335476,0.9613228320025762,0.0146975479851902,0,1
2022-03-08,0.0094747765094835,-0.0464722415376583,0.0168722639940626,-0.0072747460487546,25.48966681027008,-0.0527326614778403,-0.025230132050565,1.1725623002881984,0.008726518234019,0.9621069416681524,0.0223124810911823,1,1
2022-03-09,0.0207262900882942,-0.0156931474342191,0.0166282876834805,0.0040309742060705,33.89710181510034,-0.0304570788205452,-0.0391745656962516,1.1089132688217236,0.0198246469271154,0.9636705697796498,0.0261879244849243,2,1
2022-03-10,0.0152673871904744,0.0058703667881219,-0.0096794327497615,0.0251906511540039,39.13204337300678,-0.0131114892992276,-0.0688023093152979,1.0181905054100755,0.019522211267386,0.9644815757001072,0.0186443053794881,3,1
2022-03-11,0.0021421537513466,0.0237052214101174,0.0061497769163815,-0.0039831278175277,40.13168457536305,-0.0081206518479653,-0.0089913816623267,0.993922778172908,0.0020492300147954,0.9640300236512336,0.0134392040202987,4,1
2022-03-14,0.014482565042708,0.0635529743966123,0.0142843488616271,0.0001954246669618,45.13075847173555,0.0077572968482382,0.0130177482737743,0.9932314980063172,0.0221702337446176,0.9659740654739905,0.0166821291611841,0,0
2022-03-15,-0.0123464565033122,0.0405627642241419,-0.0140616121351653,0.0017396174578084,43.93340912315884,-0.0041501699796553,0.0408878202719071,1.0263991406564028,-0.0081983117088555,0.9565221051030616,0.0223699213827041,1,1
2022-03-16,0.0187451004846066,0.0385430728039404,0.0058482706263102,0.0128218442432335,48.8497124600639,0.0156616351441603,-0.0976430507931301,0.9199786749139476,0.0207180665903916,0.9527638516773352,0.00883933378121,2,1
2022-03-17,0.0183619883565082,0.0417086197767126,0.0048916397069216,0.0134047773086411,65.66230424677235,0.0344199707893115,-0.0626036557356035,0.859075217386671,0.019030324036841,0.954925941703924,0.0097674040246436,3,0
2022-03-21,-0.0098022024704637,0.0292926777994524,-0.012227726744857,0.0024555500696533,57.46373370175288,0.0248537659861467,0.0888987251049253,0.9308304826135052,-0.011256302335833,0.9582703457815596,0.0150108207116419,0,1
2022-03-22,0.0115612232521558,0.0263286882564302,0.0113957387049099,0.000163619976744,58.30942179823455,0.0365806910922223,-0.022339607053657,0.9067791716738656,0.0091633683037883,0.9595747225470004,0.0189483185224221,1,0
2022-03-23,-0.004033935455228,0.0349667161150453,-0.0091582835711526,0.0051717121220871,60.58931895761841,0.032278687993134,0.0282509478104397,0.9291586894407544,-0.0055352748438539,0.9639385004186288,0.0140789576357172,2,0
2022-03-24,-0.0013278937068936,0.0145740969298426,0.0074759380454798,-0.0087385032435148,62.34369365353319,0.0305052914604391,-0.0331313008009784,0.9030018412800416,-0.0171589334540198,0.9562582752560124,0.0116473623187353,3,0
2022-03-25,-0.0040498758909001,-0.0077544043195265,-0.007866273352999,0.0038466563121452,66.48742963740335,0.0260563717777577,-0.0208942747021969,0.8859898023094988,-0.0032932604928147,0.9567132555321248,0.0127295289089372,4,1
2022-03-28,0.0040226199498629,0.006099008798396,0.0023367909472966,0.0016818987567772,77.85265851527964,0.0271913101942025,-0.034997852502933,0.8704021165464431,0.0084834107851903,0.9355372001378496,0.0134246439873417,0,1
2022-03-29,0.005998187274997,0.0005660120267967,0.0016246307939575,0.0043664625914527,77.41756270279957,0.0313015076299818,-0.0579390242338717,0.8286486502650687,0.0038335626076364,0.9243170532003584,0.0062308396972725,1,1
2022-03-30,0.0099824655821947,0.0146471489131148,0.0017231137070559,0.0082451445535419,75.81038265750068,0.0394174598579046,-0.03239430288375,0.8144152912041212,0.0135826409997064,0.9423948323627076,0.0077322464389296,2,0
2022-03-31,-0.0019144771620018,0.0140511823024778,-0.0031079741756532,0.0011972179360793,71.55917648140887,0.0347880943356981,-0.0024260622478616,0.8265991004281934,0.0010816440774961,0.93701206105952,0.0071344601268268,3,1
2022-04-01,0.0117779652585923,0.0301666891360112,0.013393941749565,-0.0015946182667945,73.77138612252477,0.0433519849566903,-0.1035991836621855,0.7557460172800475,0.0213038688557829,0.933367675464978,0.0159022555975448,4,1
2022-04-04,0.0216718413399843,0.0482754843006039,0.0137177502854437,0.0078464553395665,75.37126170712057,0.0603036342120677,-0.028214891435332,0.7498743830370265,0.0400204373998949,0.9336334692365628,0.0179052141428083,0,0
2022-04-05,-0.005317557796472,0.0364841925318306,-0.0068138901038503,0.0015065981012709,79.1886256792503,0.0482189413014217,0.0323841389529582,0.792134336797654,-0.0146835215741474,0.9098983068635624,0.0096839427599323,1,0
2022-04-06,-0.0083391803235717,0.0176817905004786,-0.001967163658909,-0.0063845761708835,70.2535532049186,0.0340626814001148,0.0286641802707527,0.8318936453031066,-0.0114295160518079,0.9179503752126328,0.0068032776906256,2,0
2022-04-07,-0.0094397411049521,0.0100087766071659,-0.0047254177443403,-0.0047367062765004,59.22242979956749,0.0204668779040466,-0.0010515487530131,0.8467023115331319,-0.0020048791794309,0.9082121179824152,0.0092859950506286,3,1
2022-04-08,0.0082087593907955,0.0064458118305301,0.0048705213170558,0.0033220579198246,67.67208980164868,0.025315998656489,-0.0689473403127569,0.8024313527535347,0.0051840508089606,0.8991949471705972,0.0136186717012313,4,0
2022-04-11,-0.006151497975913,-0.0209628747873739,-0.0037174647522315,-0.0024431154191377,59.996089294443536,0.0159498328871896,0.0327868799432431,0.8422654173444566,-0.0036620527134029,0.8989836442628744,0.0072476339770247,0,0
2022-04-12,-0.0081838106412522,-0.0237840444654771,-0.0031020355213,-0.0050975880190603,57.59980476551525,0.0057306838282864,-0.006020832380703,0.8519621734260546,0.0035518254862614,0.8686100158323125,0.0087249599298714,1,0
2022-04-13,-0.0031174816283502,-0.0186436723945784,-0.0070596990461482,0.0039702461608326,56.63955500085632,0.0002635946164988,-0.020374390693483,0.8524810464172298,-0.0075236973077821,0.8697755037798284,0.0118021358513011,2,0
2022-04-18,-0.0172811880101475,-0.0264122593824911,-0.0005702480334569,-0.0167204747945606,50.4832200655384,-0.017579684575571,0.0871275524054462,0.9374924242770256,-0.0196030917676941,0.8761215792170438,0.0098930854396423,0,0
2022-04-19,-0.0125191788064678,-0.0464284180690383,-0.017399600886406,0.0049668431687397,44.231741655950245,-0.0289666800347139,0.0222337281170208,0.9649786588753436,-0.0105474812137548,0.8696436229454407,0.0265912181386965,1,1
2022-04-20,0.010490244596548,-0.0304611023679125,0.0053563767765213,0.0051065153995316,45.996559957977134,-0.018833537305161,-0.0556398763783415,0.924715202337474,-0.0007347811833244,0.832538203993725,0.0121349491230481,2,1
2022-04-21,0.014941678252146,-0.0078550376056457,0.0091676049099541,0.0057216197924894,47.83542975680848,-0.0043930139691312,-0.0439207119160864,0.8979325023204404,0.0138015841036316,0.8383609767895485,0.0114531020792675,3,0
2022-04-22,-0.0126864526051679,-0.0173785332783907,-0.0041061188760493,-0.0086157108621202,44.42835586807698,-0.0168163378027328,0.0280112038831694,0.9381870334991133,-0.0209514731262497,0.8506464853555531,0.0096728426333007,4,0
2022-04-25,-0.0126951225643019,-0.0127929221148541,-0.0032395436528851,-0.0094863102275035,36.42940217278719,-0.0285504324676505,0.1585830946549025,1.0944377240024483,0.0010431911027264,0.845940365225595,0.0097677278823541,0,1
2022-04-26,0.0145601216162072,0.0142788715521173,0.004643338786914,0.0098709486704678,32.97387953461342,-0.0145409648560403,-0.0973659300347565,0.9987769183488614,0.0089364801568287,0.8371353983124081,0.0092670331255017,1,0
2022-04-27,-0.0094414436101153,-0.0057275464519027,-0.0020470042229328,-0.0074096068837638,32.122008416784325,-0.0233314570768702,0.0739968752879285,1.0782954655088184,-0.0103269132279836,0.8414271982167965,0.008935697982762,2,1
2022-04-28,0.0121285088909346,-0.0084834257925116,0.0032316694057418,0.0088681804577229,39.292381465717526,-0.0112585105009829,-0.0596798356700281,1.0190613354520324,0.0109175740883011,0.8459477804331933,0.0145809497426005,3,0
2022-04-29,-0.0082632403816946,-0.0040413838065759,-0.0130818828714456,0.004882514978822,39.67903132807996,-0.0183151284530663,0.0020640308183461,1.0243696533772686,-0.009171625778106,0.8427044662659581,0.0189679536564013,4,0
2022-05-02,-0.0019559171203674,0.0067919508982396,0.0085468300182405,-0.0104137426503219,35.63842887373545,-0.0191214205208543,0.044284274303447,1.0705236710983526,0.0020949138643377,0.8420197798737976,0.0102524447103163,0,0
2022-05-04,-0.0229361834519363,-0.0304172566457093,-0.0245077974318495,0.0016110984544782,32.01192340669567,-0.0388772239362297,0.0788953855990104,1.1445609262587335,-0.0248646564239051,0.853510126248319,0.0305140069641035,2,1
2022-05-05,0.0003028482136697,-0.020879307437554,-0.0102107482682923,0.010622055617969,33.90122106743803,-0.0347737121790663,-0.0726690267927574,1.0548205485704358,-0.0008988975627857,0.8263163893076807,0.0176140842428809,3,0
2022-05-06,-0.0162684216398562,-0.0483501493748319,-0.0002619943313088,-0.0160106220007523,31.3224049708855,-0.0462102472010146,0.0473139005005167,1.0968590974188333,-0.0182117630363175,0.8516224984295461,0.0087317436590753,4,0
2022-05-09,-0.0066661826871809,-0.0468176462164247,0.0045693113115263,-0.0111843890433391,33.593058508370305,-0.0484044780705525,0.0367059146656709,1.1283548652758957,-0.0091295123725811,0.8512042635296095,0.0160472348625126,0,0
2022-05-10,-0.0037909688880922,-0.0485702130551839,-0.0005446883004222,-0.0032480497623747,35.648679969621924,-0.048123831464637,0.0122559483431479,1.1326120667452275,0.0060466109643602,0.8443028726833627,0.0127617205030171,1,0
2022-05-11,-0.0044919933245182,-0.0306099206095001,-0.0063275894387759,0.0018472849751569,29.791769636457943,-0.0478870330963281,0.0224215254307742,1.1431722557048103,0.0061045195058475,0.8187202290878378,0.0201737107153018,2,0
2022-05-12,-0.0222117521417858,-0.052428743044122,-0.0133011849729903,-0.0090306859936297,18.32960800953724,-0.0638889351445697,0.0644737399075738,1.1988441436285469,-0.0334648209311861,0.8380804065063142,0.0193699516265498,3,0
2022-05-13,-0.0016352232651188,-0.0383334364765024,-0.0121956318066595,0.0106907894736842,19.87740605434604,-0.0605570733936949,-0.0321384702074035,1.1452391200818977,-0.0122508367087088,0.8457874557290332,0.0217175727968985,4,1
2022-05-16,0.0038112305721171,-0.028190040743795,-0.0001766984592412,0.0039886338168082,24.13630454174279,-0.0523699127360401,0.0442741986232824,1.1766116901422508,0.014378942208965,0.8443862237956128,0.0150419956461744,0,1
2022-05-17,0.0263219359020472,0.0011853411923923,0.0217877784789004,0.0044374747072201,29.702050181420987,-0.0247595029768458,-0.0729719064582761,1.081929757109117,0.0209627128796627,0.8602563835611058,0.0235834383964033,1,0
2022-05-18,-0.0011685620062508,0.0045277258804079,-0.0047707971843565,0.0036195030932718,31.65962080249693,-0.023796046585979,-0.0193491881480341,1.0546477414300075,-0.0040289087498117,0.8582939074154522,0.0116131221840537,2,0
2022-05-19,-0.0265327253341793,8.85874636260553e-05,-0.0067850275390201,-0.0198826017958917,20.09124969686513,-0.0458916998174586,0.1013453052108595,1.1455757930226298,-0.0248231544195473,0.887179621286807,0.0132547597954292,3,1
2022-05-20,0.0288910387942893,0.0306675572099166,0.013858972852088,0.0148265847072542,34.59270990888824,-0.0149783330914323,-0.0594462180871482,1.064442565948206,0.0288377998045681,0.9048429614231154,0.0171644912045948,4,0
2022-05-23,-0.0031630222318707,0.0235067127384378,-0.0046805127439368,0.0015246265460445,34.36483045168208,-0.0152397651292833,0.012986979744866,1.065864973243884,-0.0008401371297077,0.9059312301193756,0.0141198551926471,0,0
2022-05-24,-0.0055227542667355,-0.0082506267596975,-0.0061877357174975,0.0006691217996208,38.63436732273118,-0.0182074238363094,0.0957264875057659,1.1563613152294436,0.0012423315227594,0.9217148234942836,0.0114231613876663,1,0
2022-05-25,-0.0061612191843656,-0.0132078842496545,-0.0105301385065669,0.0044154142457731,36.991251492607454,-0.0207536564817064,-0.0140405113717854,1.1246802682481885,0.0014392344375513,0.9177301220350028,0.0135031896504287,2,1
2022-05-26,0.0090073873189953,0.0228187022332564,0.0040453517929214,0.0049420432226623,44.97206271572072,-0.0093051959084153,-0.1012658743574864,1.0060664843898572,0.0219979451506282,0.9123050139029348,0.0185990849024116,3,1
2022-05-27,0.0112738471989222,0.0053054842488877,0.0034271312590493,0.0078199160610968,51.02409645698004,0.0046106961959062,-0.0545774563641517,0.9467559776838528,0.0147714444785533,0.915362266441618,0.0090903450117286,4,1
2022-05-30,0.0188932050929628,0.0275490875521482,0.0080772510025365,0.0107292909146296,57.75211445150391,0.0249799633933454,-0.0698324037228462,0.8795562440367279,0.005999119228299,0.892106537441709,0.0113645674994727,0,0
2022-05-31,-0.0046124339835348,0.028489680994981,0.0003680418125658,-0.0049786434471423,57.6693676696332,0.0217751948307642,0.0250250255983757,0.9011704520590864,-0.0094775242842138,0.8914936962846777,0.0101811385549192,1,0
2022-06-01,-0.0037264067061659,0.031009384952328,-0.0043177450789652,0.0005939026932303,64.74167268227286,0.0184534621636665,0.0180664476320098,0.9195351817983496,0.0037591468978754,0.8723787401382762,0.0127309079526713,2,1
2022-06-02,0.0063700049931154,0.0283144929586089,0.0088795482191665,-0.0024874557428394,66.89232675101746,0.0251136767662754,-0.0254196967361468,0.8961015983961853,-0.0002007912116833,0.8664548557311604,0.0122293486513711,3,0
2022-06-03,-0.0026280502014673,0.014178339219401,-0.0105806770360867,0.0080376708338344,64.9163902841619,0.0218745303604475,-0.0167322912251073,0.8835820767613591,-0.0095075250951673,0.8518983288368512,0.0136242836963892,4,0
2022-06-06,-0.0008893953501298,-0.0055127184523265,0.0023502673411377,-0.0032320664709965,57.44024910666987,0.020124335533296,0.0110110723595391,0.8969406745080483,0.0009964106846498,0.8492045989642054,0.0100424229779539,0,0
2022-06-07,-0.0092459460064759,-0.0101420396665288,-0.0032332297847537,-0.0060322197743649,53.96660199233325,0.0101441102600641,0.0113861155222481,0.9109352547898232,-0.0088982567558881,0.863188573031285,0.0085372445129313,1,0
2022-06-08,-0.0036609606157923,-0.0100770150247385,-0.007204830629457,0.0035695882927307,64.79290034616994,0.0058606541157091,-0.0288791064011104,0.8905047344293646,-0.0014244931563607,0.8759696758205221,0.013508669277799,2,1
2022-06-09,0.0074497277416889,-0.0090149380938777,0.0131733879214241,-0.005649240542606,57.00218225367053,0.0112703635446924,-0.0352822962477722,0.8690913822964762,0.0039861554843199,0.8539443267750229,0.0151080026081018,3,0
2022-06-10,-0.0167676984141,-0.0230640399982946,-0.0050448686982994,-0.0117822697195034,49.628936753519625,-0.0069650501726725,0.0229885343828999,0.8970335605760145,-0.0171480899032774,0.8826580482554075,0.0093878820730456,4,0
2022-06-13,-0.0263797491152091,-0.0479886510577454,-0.0064965574242473,-0.0200132086502012,41.55287589993876,-0.032959838068257,0.1424923864350689,1.0299500894996974,-0.0312595825961307,0.9144607755653184,0.0128150918969409,0,0
2022-06-14,-0.0026816094559853,-0.0416810080366003,0.0036907417819034,-0.0063489190172021,42.72695482934223,-0.0339920080719626,-0.0214573728912479,1.009826061541325,-0.002828845713548,0.9053181596007666,0.0126206806222597,1,0
2022-06-15,-0.002539344381356,-0.0406021923958731,-0.0023586381661554,-0.0001811334434535,37.51762168911158,-0.0348207173200465,0.0118775804536928,1.022174011731081,0.0008300004714045,0.9054189061025908,0.0066753120122135,2,0
2022-06-16,-0.0211284478542902,-0.0678172863674287,-0.0297904840199592,0.0089280057791633,25.9720319756232,-0.053907639394705,0.0325056990114249,1.0595321241538251,-0.021653330652539,0.90107051432564,0.0343769640950549,3,0
2022-06-17,-0.0043682936266399,-0.0560616607807183,0.0013651598669343,-0.005725637083615,12.4636220877572,-0.0552104435074836,-0.0048098210019676,1.0552670760995804,0.0038615074112475,0.8535204513230479,0.0141890345571648,4,1
2022-06-20,0.0037042135956451,-0.0268948416100899,0.001020599995109,0.0026808774969758,15.74726336018938,-0.0491715794069619,-0.0153778724934099,1.0414294631610217,-0.0017790034407348,0.8468473205711133,0.0124689586586654,0,1
2022-06-21,0.018804337854487,-0.0059305373728946,0.0118303699911283,0.0068924278912678,28.21440244454832,-0.0298305227021253,-0.0566711497729139,0.9927912011961024,0.0155102434964455,0.8700719478950139,0.0183773943150583,1,0
2022-06-22,-0.0144192650853174,-0.0177700684097505,-0.0085136731247549,-0.0059563019685551,21.738000295377347,-0.0419995924290769,0.0075685833505962,1.009741845702525,-0.0104378111654251,0.8813546217482344,0.0116425552987638,2,1
2022-06-23,0.0093004475196092,0.0127632244987587,0.0068019446117706,0.0024816230453369,27.149618390892456,-0.0312427483882606,-0.0197183141473157,0.994167327389704,0.0088201116098585,0.9049251040552684,0.0167741890934155,3,1
2022-06-24,0.0091664725885294,0.0265308791316571,0.0026728325476084,0.006476329895587,31.68944285188303,-0.0203702587817886,-0.0158045946824616,0.9806260442332227,0.0148619048966349,0.8992476967576899,0.0082678984465818,4,1
2022-06-27,0.008458990377725,0.0313937910573707,-0.0059116669055002,0.0144561170318645,37.60026858489335,-0.0095206508348352,0.0223844773187003,1.0001190214607345,0.0054657961135962,0.9220573095409216,0.0070711118707669,0,1
2022-06-28,0.0011464333961117,0.0135176863483881,0.0058861045949928,-0.0047119362492728,39.06618125838453,-0.0061020396264103,0.0209424335680283,1.0187120448966824,-0.0049924442678103,0.9185783898487762,0.0114793009872398,1,0
2022-06-29,-0.0032239710103227,0.0250303185934377,0.0062031125834116,-0.0093689668376502,34.8667227919392,-0.0070534907965097,0.0209789668804261,1.0374967294462392,-0.0110738305296264,0.9227425718354691,0.0110006145277018,2,0
2022-06-30,-0.0011930812414028,0.0143732489810113,0.0003645123458746,-0.0015570260320659,39.38669746898747,-0.0055890636148648,-0.0027397016889267,1.030942444871349,0.0046649714092623,0.9209892481943828,0.0102121570079688,3,0
2022-07-01,-0.0017870563085186,0.0033632055472394,0.0030788673225837,-0.0048509880824131,49.295712236272905,-0.0047563408278052,-0.0270146588125357,1.0000941286606115,0.0034210114825286,0.9237218036955984,0.0179595921884918,4,1
2022-07-04,0.0052881882498054,0.0002084256131207,0.0079468896199993,-0.0026377395451819,53.17155582859776,0.0028326745701752,-0.013176502900965,0.9851313945388772,0.0119694636644651,0.9212944391710578,0.0120331921547654,0,0
2022-07-05,-0.0015471713984448,-0.0024826554524616,-0.0061788831481489,0.0046605084870565,53.68105071120706,0.0032045420167106,-0.0085836148650952,0.9758502194910242,-0.0036828724563723,0.9187741849025016,0.0151984118895808,1,1
2022-07-06,0.0113181897073002,0.0120703204630308,0.0108482385641984,0.0004649077133174,71.55237758181562,0.0157398703985789,-0.0250120459290265,0.9504830032192612,0.0150329160539548,0.9248889739532734,0.0131614667676017,2,1
2022-07-07,0.0089494920315105,0.0223475794505789,0.0011884502753859,0.0077518290927046,77.32954841729207,0.0259551100196562,-0.0527873542506208,0.900182885572384,0.0173652965833193,0.9259619303348944,0.0064805337016929,3,1
2022-07-08,0.0054360478665673,0.0297453227038471,-0.0032599189472917,0.0087244076757451,77.77881661879687,0.0314705921603648,-0.0416667246156245,0.8650681539741485,0.0058347149205943,0.9187222570986122,0.007250016165064,4,0
2022-07-11,-0.0002835659276332,0.0240380162115045,0.0049484918919318,-0.0052062945133785,72.49941948328302,0.0297322864630518,-0.0016303684738484,0.8718557596517668,0.0098393450801661,0.8587720335400884,0.0082048473536938,0,0
2022-07-12,-0.0097249750439381,0.0156506577082218,-0.0042105635427208,-0.0055377284587752,76.54538614759119,0.0186631342287972,0.0097984969844269,0.8874323906021886,-0.0095123141153913,0.8677154577977051,0.0079460223639462,1,0
2022-07-13,-0.0057072925015229,-0.0014477613444362,-0.0100166046261288,0.0043529135384927,67.62380826048849,0.0119682560533176,-0.0016171849342689,0.8937577127199291,-0.008665804744928,0.8711239892225716,0.0118903843154524,2,0
2022-07-14,-0.0017536552323109,-0.0120406123695452,-0.0050065529489123,0.0032692654672672,61.41524317216228,0.0083464766989229,-0.009719238700144,0.8948524113030419,-0.0050707066923121,0.8203493305826407,0.0133417453078448,3,1
2022-07-15,0.0069359576863876,-0.0105667742370902,0.0023984055196141,0.0045266953157425,60.57877299516072,0.0129190034713027,-0.0403489511974592,0.8696941439651423,0.0009075939493887,0.823351532302449,0.0087013925258274,4,1
2022-07-18,0.0142873041582765,0.0038542180562406,0.0078692624974348,0.0063679307422652,67.30505626977293,0.0243898703813594,-0.0250000298023217,0.8590953394199442,0.0194924785651326,0.8527838798717274,0.0089535276591823,0,1
2022-07-19,0.0038117642711243,0.0175765805491818,0.00948288921404,-0.0056178514797125,71.68492761717475,0.0260291086572697,0.0023310557041396,0.8696751719467194,0.0102281009126665,0.8473719270338734,0.010553512419945,1,1
2022-07-20,0.0110338885069691,0.0347097985608431,-0.0025328549457946,0.0136011933024887,76.26428931605224,0.033755652308121,-0.0220930843755551,0.8602040364085428,0.0070478029747134,0.8206805996729027,0.005874442510204,2,1
2022-07-21,0.005108719746296,0.0418228390132133,0.0049444105465943,0.0001635007846973,79.0976396886667,0.0356392088656147,0.0023781757582108,0.8712052953063524,0.0063632211507658,0.8215453950525824,0.0086146747640053,3,1
2022-07-22,0.0068772959606149,0.0417621448596086,0.003493088378723,0.0033724273949503,79.52908359568565,0.0394546867481278,-0.012455574390214,0.8691112864067564,0.0148600651570398,0.8118692311463069,0.0084542024994749,4,0
2022-07-25,-0.0052901993117577,0.0216543293300979,-0.0018935144843191,-0.0034031287009258,76.27091922598082,0.031394242755145,0.0618619045191561,0.9309673077675368,-0.000341620582975,0.8168013372896875,0.0085262931423245,0,0
2022-07-26,-0.008847958067765,0.0087695828108789,-0.008961202060346,0.0001142679709578,66.15441994013463,0.0202638628486897,0.0277149187025023,0.965103305894492,-0.0086558565779596,0.8474836774801965,0.0104829170503183,1,1
2022-07-27,0.0095821774414373,0.0073211229891205,0.0101030433842984,-0.0005156562454419,66.47995577633654,0.027360917405617,-0.0022014813076161,0.9727177104239756,0.0103066591592622,0.8562506477369539,0.0129012011123157,2,1
2022-07-28,0.0172937311236929,0.0195329555035304,0.0092251199625369,0.0079948576403404,70.32569671369284,0.0414331456027605,-0.0617760057214149,0.9246072792311104,0.0161592669996941,0.8659079340132892,0.0118963469468865,3,1
